image_path,model_name
dataset/000/0040.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0042.jpg,"Stüdyo çekimi bir Honda Civic sedan, ön-yan."
dataset/000/0043.jpg,"Bu bir Honda Civic sedan, ön-yan perspektifinden."
dataset/000/0045.jpg,"Stüdyo çekimi bir Honda Civic sedan, ön-yan."
dataset/000/0046.jpg,Honda Civic sedan aracının ön-yan görünümü.
dataset/000/0048.jpg,"Stüdyo çekimi bir Honda Civic sedan, ön-yan."
dataset/000/0049.jpg,Honda Civic sedan aracının ön-yan görünümü.
dataset/000/0051.jpg,Honda Civic sedan aracının ön-yan görünümü.
dataset/000/0052.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0054.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0055.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0057.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0058.jpg,"Stüdyo çekimi bir Honda Civic sedan, ön-yan."
dataset/000/0060.jpg,"Stüdyo çekimi bir Honda Civic sedan, ön-yan."
dataset/000/0061.jpg,Honda Civic sedan aracının ön-yan görünümü.
dataset/000/0063.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0064.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0066.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0067.jpg,"Bu bir Honda Civic sedan, ön-yan perspektifinden."
dataset/000/0069.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0070.jpg,"Bir Honda Civic sedan fotoğrafı, yan açısından."
dataset/000/0072.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0073.jpg,"Bir Honda Civic sedan fotoğrafı, yan açısından."
dataset/000/0075.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0076.jpg,"Bu bir Honda Civic sedan, yan perspektifinden."
dataset/000/0078.jpg,"Bu bir Honda Civic sedan, yan perspektifinden."
dataset/000/0079.jpg,"Bu bir Honda Civic sedan, yan perspektifinden."
dataset/000/0081.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0082.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0084.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0085.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0087.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0088.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0090.jpg,Honda Civic sedan aracının yan görünümü.
dataset/000/0091.jpg,"Bu bir Honda Civic sedan, yan perspektifinden."
dataset/000/0093.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0094.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0096.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0097.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0099.jpg,Honda Civic sedan aracının yan görünümü.
dataset/000/0100.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0102.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0103.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0105.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0106.jpg,"Bir Honda Civic sedan fotoğrafı, yan açısından."
dataset/000/0108.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0109.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0111.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0112.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0114.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka-yan."
dataset/000/0115.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0117.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0118.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0120.jpg,Honda Civic sedan aracının arka-yan görünümü.
dataset/000/0121.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0123.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka-yan."
dataset/000/0124.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0126.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0127.jpg,Honda Civic sedan aracının arka-yan görünümü.
dataset/000/0129.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0130.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0132.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0133.jpg,Honda Civic sedan aracının arka-yan görünümü.
dataset/000/0135.jpg,Honda Civic sedan aracının arka-yan görünümü.
dataset/000/0136.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0138.jpg,Honda Civic sedan aracının arka-yan görünümü.
dataset/000/0139.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0141.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0142.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0144.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0145.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0147.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0148.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0150.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka-yan."
dataset/000/0151.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka-yan."
dataset/000/0153.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0154.jpg,Honda Civic sedan aracının arka-yan görünümü.
dataset/000/0156.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka-yan."
dataset/000/0157.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0159.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0160.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka."
dataset/000/0162.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka açısından çekilmiş."
dataset/000/0163.jpg,"Bir Honda Civic sedan fotoğrafı, arka açısından."
dataset/000/0165.jpg,Honda Civic sedan aracının arka görünümü.
dataset/000/0166.jpg,Honda Civic sedan aracının arka görünümü.
dataset/000/0168.jpg,Honda Civic sedan aracının arka görünümü.
dataset/000/0169.jpg,Honda Civic sedan aracının arka görünümü.
dataset/000/0171.jpg,"Bu bir Honda Civic sedan, arka perspektifinden."
dataset/000/0172.jpg,Honda Civic sedan aracının arka görünümü.
dataset/000/0174.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka."
dataset/000/0175.jpg,"Bu bir Honda Civic sedan, arka perspektifinden."
dataset/000/0177.jpg,"Bu bir Honda Civic sedan, arka perspektifinden."
dataset/000/0178.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka."
dataset/000/0180.jpg,Honda Civic sedan aracının arka görünümü.
dataset/000/0181.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka açısından çekilmiş."
dataset/000/0183.jpg,"Bir Honda Civic sedan fotoğrafı, arka açısından."
dataset/000/0184.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka."
dataset/000/0186.jpg,Honda Civic sedan aracının arka görünümü.
dataset/000/0187.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka."
dataset/000/0189.jpg,Honda Civic sedan aracının arka görünümü.
dataset/000/0190.jpg,"Bu bir Honda Civic sedan, arka perspektifinden."
dataset/000/0192.jpg,"Bu bir Honda Civic sedan, arka perspektifinden."
dataset/000/0193.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka açısından çekilmiş."
dataset/000/0195.jpg,Honda Civic sedan aracının arka görünümü.
dataset/000/0196.jpg,"Bu bir Honda Civic sedan, arka perspektifinden."
dataset/000/0198.jpg,Honda Civic sedan aracının arka görünümü.
dataset/000/0199.jpg,"Bu bir Honda Civic sedan, arka perspektifinden."
dataset/000/0201.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0202.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0204.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka-yan."
dataset/000/0205.jpg,Honda Civic sedan aracının arka-yan görünümü.
dataset/000/0207.jpg,Honda Civic sedan aracının arka-yan görünümü.
dataset/000/0208.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0210.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0211.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0213.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0214.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0216.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0217.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0219.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0220.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0222.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0223.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0225.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka-yan."
dataset/000/0226.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0228.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0229.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0231.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0232.jpg,Honda Civic sedan aracının arka-yan görünümü.
dataset/000/0234.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0235.jpg,"Stüdyo çekimi bir Honda Civic sedan, arka-yan."
dataset/000/0237.jpg,"Bu bir Honda Civic sedan, arka-yan perspektifinden."
dataset/000/0238.jpg,Honda Civic sedan aracının arka-yan görünümü.
dataset/000/0240.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0241.jpg,"Bir Honda Civic sedan fotoğrafı, arka-yan açısından."
dataset/000/0243.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0244.jpg,Honda Civic sedan aracının arka-yan görünümü.
dataset/000/0246.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0247.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0249.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, arka-yan açısından çekilmiş."
dataset/000/0250.jpg,Honda Civic sedan aracının yan görünümü.
dataset/000/0252.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0253.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0255.jpg,"Bu bir Honda Civic sedan, yan perspektifinden."
dataset/000/0256.jpg,"Bir Honda Civic sedan fotoğrafı, yan açısından."
dataset/000/0258.jpg,"Bir Honda Civic sedan fotoğrafı, yan açısından."
dataset/000/0259.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0261.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0262.jpg,Honda Civic sedan aracının yan görünümü.
dataset/000/0264.jpg,Honda Civic sedan aracının yan görünümü.
dataset/000/0265.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0267.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0268.jpg,"Bir Honda Civic sedan fotoğrafı, yan açısından."
dataset/000/0270.jpg,"Bir Honda Civic sedan fotoğrafı, yan açısından."
dataset/000/0271.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0273.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0274.jpg,"Bu bir Honda Civic sedan, yan perspektifinden."
dataset/000/0276.jpg,"Bu bir Honda Civic sedan, yan perspektifinden."
dataset/000/0277.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0279.jpg,Honda Civic sedan aracının yan görünümü.
dataset/000/0280.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0282.jpg,"Bir Honda Civic sedan fotoğrafı, yan açısından."
dataset/000/0283.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0285.jpg,Honda Civic sedan aracının yan görünümü.
dataset/000/0286.jpg,"Stüdyo çekimi bir Honda Civic sedan, yan."
dataset/000/0288.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0289.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, yan açısından çekilmiş."
dataset/000/0291.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0292.jpg,Honda Civic sedan aracının ön-yan görünümü.
dataset/000/0294.jpg,"Bu bir Honda Civic sedan, ön-yan perspektifinden."
dataset/000/0295.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0297.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0298.jpg,"Bu bir Honda Civic sedan, ön-yan perspektifinden."
dataset/000/0300.jpg,"Bu bir Honda Civic sedan, ön-yan perspektifinden."
dataset/000/0301.jpg,Honda Civic sedan aracının ön-yan görünümü.
dataset/000/0303.jpg,"Stüdyo çekimi bir Honda Civic sedan, ön-yan."
dataset/000/0304.jpg,"Stüdyo çekimi bir Honda Civic sedan, ön-yan."
dataset/000/0306.jpg,Honda Civic sedan aracının ön-yan görünümü.
dataset/000/0307.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0309.jpg,Honda Civic sedan aracının ön-yan görünümü.
dataset/000/0310.jpg,"Bu bir Honda Civic sedan, ön-yan perspektifinden."
dataset/000/0312.jpg,Honda Civic sedan aracının ön-yan görünümü.
dataset/000/0313.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0315.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0316.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0318.jpg,"Stüdyo çekimi bir Honda Civic sedan, ön-yan."
dataset/000/0319.jpg,"Bu bir Honda Civic sedan, ön-yan perspektifinden."
dataset/000/0321.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0322.jpg,"Stüdyo çekimi bir Honda Civic sedan, ön-yan."
dataset/000/0324.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0325.jpg,"Bu bir Honda Civic sedan, ön-yan perspektifinden."
dataset/000/0327.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0328.jpg,"Bu bir Honda Civic sedan, ön-yan perspektifinden."
dataset/000/0330.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0331.jpg,"Stüdyo çekimi bir Honda Civic sedan, ön-yan."
dataset/000/0333.jpg,"Bir Honda Civic sedan fotoğrafı, ön-yan açısından."
dataset/000/0334.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0336.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0337.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0339.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön-yan açısından çekilmiş."
dataset/000/0340.jpg,"Bir Honda Civic sedan fotoğrafı, ön açısından."
dataset/000/0342.jpg,"Bu bir Honda Civic sedan, ön perspektifinden."
dataset/000/0343.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön açısından çekilmiş."
dataset/000/0345.jpg,"Stüdyo çekimi bir Honda Civic sedan, ön."
dataset/000/0346.jpg,"Bu bir Honda Civic sedan, ön perspektifinden."
dataset/000/0348.jpg,"Bir Honda Civic sedan fotoğrafı, ön açısından."
dataset/000/0349.jpg,"Bu bir Honda Civic sedan, ön perspektifinden."
dataset/000/0351.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön açısından çekilmiş."
dataset/000/0352.jpg,Honda Civic sedan aracının ön görünümü.
dataset/000/0354.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön açısından çekilmiş."
dataset/000/0355.jpg,"Yüksek çözünürlüklü bir Honda Civic sedan resmi, ön açısından çekilmiş."
dataset/000/0357.jpg,"Bu bir Honda Civic sedan, ön perspektifinden."
dataset/000/0358.jpg,"Bir Honda Civic sedan fotoğrafı, ön açısından."
dataset/001/0000.jpg,Mitsubishi L200 kamyonet aracının ön görünümü.
dataset/001/0001.jpg,Mitsubishi L200 kamyonet aracının ön görünümü.
dataset/001/0003.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön."
dataset/001/0004.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, ön açısından."
dataset/001/0006.jpg,"Bu bir Mitsubishi L200 kamyonet, ön perspektifinden."
dataset/001/0007.jpg,"Bu bir Mitsubishi L200 kamyonet, ön perspektifinden."
dataset/001/0009.jpg,"Bu bir Mitsubishi L200 kamyonet, ön perspektifinden."
dataset/001/0010.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön."
dataset/001/0012.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, ön açısından."
dataset/001/0013.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, ön açısından."
dataset/001/0015.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, ön açısından çekilmiş."
dataset/001/0016.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, ön açısından çekilmiş."
dataset/001/0018.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön."
dataset/001/0019.jpg,Mitsubishi L200 kamyonet aracının ön görünümü.
dataset/001/0021.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön-yan."
dataset/001/0022.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön-yan."
dataset/001/0024.jpg,Mitsubishi L200 kamyonet aracının ön-yan görünümü.
dataset/001/0025.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön-yan."
dataset/001/0027.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön-yan."
dataset/001/0028.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön-yan."
dataset/001/0030.jpg,"Bu bir Mitsubishi L200 kamyonet, ön-yan perspektifinden."
dataset/001/0031.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, ön-yan açısından çekilmiş."
dataset/001/0033.jpg,"Bu bir Mitsubishi L200 kamyonet, ön-yan perspektifinden."
dataset/001/0034.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, ön-yan açısından çekilmiş."
dataset/001/0036.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön-yan."
dataset/001/0037.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön-yan."
dataset/001/0039.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön-yan."
dataset/001/0040.jpg,"Bu bir Mitsubishi L200 kamyonet, ön-yan perspektifinden."
dataset/001/0042.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, ön-yan açısından çekilmiş."
dataset/001/0043.jpg,Mitsubishi L200 kamyonet aracının ön-yan görünümü.
dataset/001/0045.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, ön-yan açısından çekilmiş."
dataset/001/0046.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, ön-yan açısından çekilmiş."
dataset/001/0048.jpg,Mitsubishi L200 kamyonet aracının ön-yan görünümü.
dataset/001/0049.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, ön-yan açısından."
dataset/001/0051.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, ön-yan açısından."
dataset/001/0052.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön-yan."
dataset/001/0054.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, ön-yan açısından."
dataset/001/0055.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, ön-yan açısından."
dataset/001/0057.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, ön-yan."
dataset/001/0058.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, ön-yan açısından."
dataset/001/0060.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, ön-yan açısından çekilmiş."
dataset/001/0061.jpg,Mitsubishi L200 kamyonet aracının ön-yan görünümü.
dataset/001/0063.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, ön-yan açısından."
dataset/001/0064.jpg,"Bu bir Mitsubishi L200 kamyonet, ön-yan perspektifinden."
dataset/001/0066.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, ön-yan açısından çekilmiş."
dataset/001/0067.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, ön-yan açısından."
dataset/001/0069.jpg,"Bu bir Mitsubishi L200 kamyonet, ön-yan perspektifinden."
dataset/001/0070.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, yan açısından çekilmiş."
dataset/001/0072.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, yan."
dataset/001/0073.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, yan."
dataset/001/0075.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, yan açısından çekilmiş."
dataset/001/0076.jpg,Mitsubishi L200 kamyonet aracının yan görünümü.
dataset/001/0078.jpg,"Bu bir Mitsubishi L200 kamyonet, yan perspektifinden."
dataset/001/0079.jpg,"Bu bir Mitsubishi L200 kamyonet, yan perspektifinden."
dataset/001/0081.jpg,"Bu bir Mitsubishi L200 kamyonet, yan perspektifinden."
dataset/001/0082.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, yan açısından çekilmiş."
dataset/001/0084.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, yan."
dataset/001/0085.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, yan açısından."
dataset/001/0087.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, yan açısından."
dataset/001/0088.jpg,"Yüksek çözünürlüklü bir Mitsubishi L200 kamyonet resmi, yan açısından çekilmiş."
dataset/001/0090.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, yan."
dataset/001/0091.jpg,"Stüdyo çekimi bir Mitsubishi L200 kamyonet, yan."
dataset/001/0093.jpg,"Bu bir Mitsubishi L200 kamyonet, yan perspektifinden."
dataset/001/0094.jpg,Mitsubishi L200 kamyonet aracının yan görünümü.
dataset/001/0096.jpg,"Bir Mitsubishi L200 kamyonet fotoğrafı, yan açısından."
dataset/001/0097.jpg,"Bu bir Mitsubishi L200 kamyonet, yan perspektifinden."
dataset/001/0099.jpg,Mitsubishi L200 kamyonet aracının yan görünümü.
dataset/001/0100.jpg,"Bu bir Mitsubishi L200 kamyonet, yan perspektifinden."
dataset/001/0102.jpg,"Bu bir Mitsubishi L200 kamyonet, yan perspektifinden."
